     collisions(billions)   time(microsecond)    Monomer   Oligomer   Fibril
       161.2500                 17.1838             5         0         1
       161.3149                 17.1907             5         0         1
       161.3799                 17.1976             5         0         1
       161.4447                 17.2045             5         0         1
       161.5096                 17.2115             5         0         1
       161.5744                 17.2184             5         0         1
       161.6393                 17.2253             5         0         1
       161.7041                 17.2322             5         0         1
       161.7690                 17.2391             5         0         1
       161.8339                 17.2461             5         0         1
       161.8986                 17.2530             5         0         1
       161.9634                 17.2599             5         0         1
       162.0284                 17.2668             5         0         1
       162.0933                 17.2737             5         0         1
       162.1582                 17.2807             5         0         1
       162.2230                 17.2876             5         0         1
       162.2500                 17.2905             3         0         1
       162.3150                 17.2974             3         0         1
       162.3800                 17.3043             3         0         1
       162.4450                 17.3112             3         0         1
       162.5098                 17.3181             3         0         1
       162.5747                 17.3251             3         0         1
       162.6394                 17.3320             3         0         1
       162.7043                 17.3389             3         0         1
       162.7692                 17.3458             3         0         1
       162.8340                 17.3527             3         0         1
       162.8987                 17.3596             3         0         1
       162.9636                 17.3666             3         0         1
       163.0284                 17.3735             3         0         1
       163.0931                 17.3804             3         0         1
       163.1580                 17.3873             3         0         1
       163.2228                 17.3942             3         0         1
       163.2500                 17.3971             4         0         1
       163.3149                 17.4040             4         0         1
       163.3797                 17.4110             4         0         1
       163.4446                 17.4179             4         0         1
       163.5096                 17.4248             4         0         1
       163.5745                 17.4317             4         0         1
       163.6394                 17.4386             4         0         1
       163.7042                 17.4456             4         0         1
       163.7690                 17.4525             4         0         1
       163.8340                 17.4594             4         0         1
       163.8989                 17.4663             4         0         1
       163.9638                 17.4732             4         0         1
       164.0286                 17.4802             4         0         1
       164.0935                 17.4871             4         0         1
       164.1582                 17.4940             4         0         1
       164.2232                 17.5009             4         0         1
       164.2500                 17.5038             1         0         1
       164.3149                 17.5107             1         0         1
       164.3798                 17.5176             1         0         1
       164.4445                 17.5245             1         0         1
       164.5094                 17.5315             1         0         1
       164.5743                 17.5384             1         0         1
       164.6392                 17.5453             1         0         1
       164.7039                 17.5522             1         0         1
       164.7687                 17.5591             1         0         1
       164.8333                 17.5660             1         0         1
       164.8982                 17.5730             1         0         1
       164.9629                 17.5799             1         0         1
       165.0278                 17.5868             1         0         1
       165.0925                 17.5937             1         0         1
       165.1572                 17.6006             1         0         1
       165.2220                 17.6076             1         0         1
       165.2500                 17.6106             1         0         1
       165.3148                 17.6175             1         0         1
       165.3798                 17.6244             1         0         1
       165.4447                 17.6313             1         0         1
       165.5096                 17.6382             1         0         1
       165.5745                 17.6452             1         0         1
       165.6394                 17.6521             1         0         1
       165.7041                 17.6590             1         0         1
       165.7690                 17.6659             1         0         1
       165.8337                 17.6728             1         0         1
       165.8984                 17.6797             1         0         1
       165.9632                 17.6867             1         0         1
       166.0281                 17.6936             1         0         1
       166.0929                 17.7005             1         0         1
       166.1576                 17.7074             1         0         1
       166.2225                 17.7143             1         0         1
       166.2500                 17.7173             1         0         1
       166.3147                 17.7242             1         0         1
       166.3795                 17.7311             1         0         1
       166.4444                 17.7380             1         0         1
       166.5092                 17.7450             1         0         1
       166.5739                 17.7519             1         0         1
       166.6387                 17.7588             1         0         1
       166.7034                 17.7657             1         0         1
       166.7683                 17.7726             1         0         1
       166.8331                 17.7796             1         0         1
       166.8978                 17.7865             1         0         1
       166.9625                 17.7934             1         0         1
       167.0273                 17.8003             1         0         1
       167.0921                 17.8072             1         0         1
       167.1570                 17.8142             1         0         1
       167.2218                 17.8211             1         0         1
       167.2500                 17.8241             1         0         1
       167.3149                 17.8310             1         0         1
       167.3800                 17.8379             1         0         1
       167.4450                 17.8448             1         0         1
       167.5101                 17.8518             1         0         1
       167.5752                 17.8587             1         0         1
       167.6400                 17.8656             1         0         1
       167.7051                 17.8725             1         0         1
       167.7700                 17.8794             1         0         1
       167.8350                 17.8864             1         0         1
       167.8999                 17.8933             1         0         1
       167.9648                 17.9002             1         0         1
       168.0297                 17.9071             1         0         1
       168.0945                 17.9140             1         0         1
       168.1593                 17.9210             1         0         1
       168.2241                 17.9279             1         0         1
       168.2500                 17.9306             5         0         1
       168.3148                 17.9376             5         0         1
       168.3796                 17.9445             5         0         1
       168.4444                 17.9514             5         0         1
       168.5091                 17.9583             5         0         1
       168.5740                 17.9652             5         0         1
       168.6388                 17.9722             5         0         1
       168.7037                 17.9791             5         0         1
       168.7685                 17.9860             5         0         1
       168.8335                 17.9929             5         0         1
       168.8984                 17.9998             5         0         1
       168.9634                 18.0068             5         0         1
       169.0282                 18.0137             5         0         1
       169.0931                 18.0206             5         0         1
       169.1580                 18.0275             5         0         1
       169.2230                 18.0344             5         0         1
       169.2500                 18.0373             4         0         1
       169.3149                 18.0442             4         0         1
       169.3796                 18.0511             4         0         1
       169.4446                 18.0581             4         0         1
       169.5095                 18.0650             4         0         1
       169.5743                 18.0719             4         0         1
       169.6392                 18.0788             4         0         1
       169.7044                 18.0857             4         0         1
       169.7693                 18.0927             4         0         1
       169.8341                 18.0996             4         0         1
       169.8990                 18.1065             4         0         1
       169.9639                 18.1134             4         0         1
       170.0290                 18.1203             4         0         1
       170.0940                 18.1273             4         0         1
       170.1590                 18.1342             4         0         1
       170.2241                 18.1411             4         0         1
       170.2500                 18.1439             2         0         1
       170.3150                 18.1508             2         0         1
       170.3800                 18.1577             2         0         1
       170.4450                 18.1646             2         0         1
       170.5099                 18.1715             2         0         1
       170.5748                 18.1784             2         0         1
       170.6397                 18.1854             2         0         1
       170.7048                 18.1923             2         0         1
       170.7698                 18.1992             2         0         1
       170.8348                 18.2061             2         0         1
       170.8998                 18.2130             2         0         1
       170.9648                 18.2200             2         0         1
       171.0296                 18.2269             2         0         1
       171.0944                 18.2338             2         0         1
       171.1592                 18.2407             2         0         1
       171.2243                 18.2476             2         0         1
       171.2500                 18.2504             3         0         1
       171.3150                 18.2573             3         0         1
       171.3800                 18.2642             3         0         1
       171.4448                 18.2711             3         0         1
       171.5099                 18.2781             3         0         1
       171.5747                 18.2850             3         0         1
       171.6396                 18.2919             3         0         1
       171.7043                 18.2988             3         0         1
       171.7690                 18.3057             3         0         1
       171.8339                 18.3127             3         0         1
       171.8987                 18.3196             3         0         1
       171.9634                 18.3265             3         0         1
       172.0281                 18.3334             3         0         1
       172.0928                 18.3403             3         0         1
       172.1575                 18.3473             3         0         1
       172.2224                 18.3542             3         0         1
       172.2500                 18.3571             3         0         1
       172.3148                 18.3640             3         0         1
       172.3798                 18.3710             3         0         1
       172.4444                 18.3779             3         0         1
       172.5091                 18.3848             3         0         1
       172.5740                 18.3917             3         0         1
       172.6389                 18.3986             3         0         1
       172.7038                 18.4056             3         0         1
       172.7686                 18.4125             3         0         1
       172.8334                 18.4194             3         0         1
       172.8982                 18.4263             3         0         1
       172.9632                 18.4332             3         0         1
       173.0281                 18.4402             3         0         1
       173.0928                 18.4471             3         0         1
       173.1576                 18.4540             3         0         1
       173.2225                 18.4609             3         0         1
       173.2500                 18.4639             4         0         1
       173.3149                 18.4708             4         0         1
       173.3799                 18.4777             4         0         1
       173.4449                 18.4846             4         0         1
       173.5098                 18.4915             4         0         1
       173.5747                 18.4985             4         0         1
       173.6397                 18.5054             4         0         1
       173.7047                 18.5123             4         0         1
       173.7696                 18.5192             4         0         1
       173.8347                 18.5261             4         0         1
       173.8997                 18.5331             4         0         1
       173.9645                 18.5400             4         0         1
       174.0293                 18.5469             4         0         1
       174.0942                 18.5538             4         0         1
       174.1591                 18.5607             4         0         1
       174.2240                 18.5677             4         0         1
       174.2500                 18.5704             1         0         1
       174.3150                 18.5773             1         0         1
       174.3800                 18.5843             1         0         1
       174.4450                 18.5912             1         0         1
       174.5099                 18.5981             1         0         1
       174.5750                 18.6050             1         0         1
       174.6398                 18.6119             1         0         1
       174.7050                 18.6189             1         0         1
       174.7700                 18.6258             1         0         1
       174.8347                 18.6327             1         0         1
       174.8996                 18.6396             1         0         1
       174.9644                 18.6465             1         0         1
       175.0293                 18.6535             1         0         1
       175.0942                 18.6604             1         0         1
       175.1590                 18.6673             1         0         1
       175.2237                 18.6742             1         0         1
       175.2500                 18.6770             2         0         1
       175.3149                 18.6839             2         0         1
       175.3797                 18.6909             2         0         1
       175.4445                 18.6978             2         0         1
       175.5093                 18.7047             2         0         1
       175.5741                 18.7116             2         0         1
       175.6389                 18.7185             2         0         1
       175.7035                 18.7254             2         0         1
       175.7682                 18.7324             2         0         1
       175.8331                 18.7393             2         0         1
       175.8979                 18.7462             2         0         1
       175.9628                 18.7531             2         0         1
       176.0276                 18.7600             2         0         1
       176.0924                 18.7670             2         0         1
       176.1573                 18.7739             2         0         1
       176.2222                 18.7808             2         0         1
       176.2500                 18.7838             4         0         1
       176.3149                 18.7907             4         0         1
       176.3796                 18.7976             4         0         1
       176.4445                 18.8045             4         0         1
       176.5093                 18.8115             4         0         1
       176.5742                 18.8184             4         0         1
       176.6392                 18.8253             4         0         1
       176.7041                 18.8322             4         0         1
       176.7691                 18.8391             4         0         1
       176.8341                 18.8460             4         0         1
       176.8990                 18.8530             4         0         1
       176.9640                 18.8599             4         0         1
       177.0290                 18.8668             4         0         1
       177.0937                 18.8737             4         0         1
       177.1586                 18.8806             4         0         1
       177.2234                 18.8876             4         0         1
       177.2500                 18.8904             5         0         1
       177.3148                 18.8973             5         0         1
       177.3796                 18.9043             5         0         1
       177.4444                 18.9112             5         0         1
       177.5091                 18.9181             5         0         1
       177.5739                 18.9250             5         0         1
       177.6387                 18.9319             5         0         1
       177.7035                 18.9388             5         0         1
       177.7683                 18.9458             5         0         1
       177.8331                 18.9527             5         0         1
       177.8980                 18.9596             5         0         1
       177.9627                 18.9665             5         0         1
       178.0275                 18.9734             5         0         1
       178.0923                 18.9804             5         0         1
       178.1572                 18.9873             5         0         1
       178.2219                 18.9942             5         0         1
       178.2500                 18.9972             4         0         1
       178.3148                 19.0041             4         0         1
       178.3796                 19.0110             4         0         1
       178.4444                 19.0180             4         0         1
       178.5092                 19.0249             4         0         1
       178.5740                 19.0318             4         0         1
       178.6389                 19.0387             4         0         1
       178.7036                 19.0456             4         0         1
       178.7684                 19.0526             4         0         1
       178.8334                 19.0595             4         0         1
       178.8984                 19.0664             4         0         1
       178.9632                 19.0733             4         0         1
       179.0281                 19.0802             4         0         1
       179.0931                 19.0872             4         0         1
       179.1580                 19.0941             4         0         1
       179.2230                 19.1010             4         0         1
       179.2500                 19.1039             3         0         1
       179.3149                 19.1108             3         0         1
       179.3797                 19.1177             3         0         1
       179.4446                 19.1246             3         0         1
       179.5094                 19.1316             3         0         1
       179.5743                 19.1385             3         0         1
       179.6391                 19.1454             3         0         1
       179.7041                 19.1523             3         0         1
       179.7690                 19.1592             3         0         1
       179.8339                 19.1662             3         0         1
       179.8988                 19.1731             3         0         1
       179.9637                 19.1800             3         0         1
       180.0285                 19.1869             3         0         1
       180.0934                 19.1938             3         0         1
       180.1583                 19.2008             3         0         1
       180.2231                 19.2077             3         0         1
       180.2500                 19.2106             2         0         1
       180.3148                 19.2175             2         0         1
       180.3795                 19.2244             2         0         1
       180.4442                 19.2313             2         0         1
       180.5091                 19.2382             2         0         1
       180.5739                 19.2451             2         0         1
       180.6386                 19.2521             2         0         1
       180.7034                 19.2590             2         0         1
       180.7681                 19.2659             2         0         1
       180.8328                 19.2728             2         0         1
       180.8975                 19.2797             2         0         1
       180.9622                 19.2867             2         0         1
       181.0269                 19.2936             2         0         1
       181.0918                 19.3005             2         0         1
       181.1565                 19.3074             2         0         1
       181.2211                 19.3143             2         0         1
       181.2500                 19.3174             1         0         1
       181.3147                 19.3243             1         0         1
       181.3794                 19.3313             1         0         1
       181.4440                 19.3382             1         0         1
       181.5088                 19.3451             1         0         1
       181.5736                 19.3520             1         0         1
       181.6384                 19.3589             1         0         1
       181.7032                 19.3659             1         0         1
       181.7681                 19.3728             1         0         1
       181.8331                 19.3797             1         0         1
       181.8977                 19.3866             1         0         1
       181.9627                 19.3935             1         0         1
       182.0276                 19.4005             1         0         1
       182.0924                 19.4074             1         0         1
       182.1573                 19.4143             1         0         1
       182.2222                 19.4212             1         0         1
       182.2500                 19.4242             0         0         1
       182.3148                 19.4311             0         0         1
       182.3797                 19.4380             0         0         1
       182.4445                 19.4449             0         0         1
       182.5093                 19.4519             0         0         1
       182.5742                 19.4588             0         0         1
       182.6390                 19.4657             0         0         1
       182.7039                 19.4726             0         0         1
       182.7688                 19.4795             0         0         1
       182.8336                 19.4865             0         0         1
       182.8983                 19.4934             0         0         1
       182.9633                 19.5003             0         0         1
       183.0283                 19.5072             0         0         1
       183.0932                 19.5141             0         0         1
       183.1580                 19.5210             0         0         1
       183.2229                 19.5280             0         0         1
       183.2500                 19.5309             0         0         1
       183.3149                 19.5378             0         0         1
       183.3798                 19.5447             0         0         1
       183.4447                 19.5516             0         0         1
       183.5097                 19.5585             0         0         1
       183.5745                 19.5655             0         0         1
       183.6394                 19.5724             0         0         1
       183.7043                 19.5793             0         0         1
       183.7693                 19.5862             0         0         1
       183.8342                 19.5931             0         0         1
       183.8990                 19.6001             0         0         1
       183.9640                 19.6070             0         0         1
       184.0288                 19.6139             0         0         1
       184.0937                 19.6208             0         0         1
       184.1586                 19.6277             0         0         1
       184.2233                 19.6347             0         0         1
       184.2500                 19.6375             0         0         1
       184.3149                 19.6444             0         0         1
       184.3799                 19.6513             0         0         1
       184.4447                 19.6583             0         0         1
       184.5097                 19.6652             0         0         1
       184.5746                 19.6721             0         0         1
       184.6396                 19.6790             0         0         1
       184.7044                 19.6859             0         0         1
       184.7693                 19.6929             0         0         1
       184.8343                 19.6998             0         0         1
       184.8993                 19.7067             0         0         1
       184.9642                 19.7136             0         0         1
       185.0291                 19.7205             0         0         1
       185.0941                 19.7275             0         0         1
       185.1588                 19.7344             0         0         1
       185.2237                 19.7413             0         0         1
       185.2500                 19.7441             4         0         1
       185.3149                 19.7510             4         0         1
       185.3797                 19.7579             4         0         1
       185.4447                 19.7649             4         0         1
       185.5096                 19.7718             4         0         1
       185.5744                 19.7787             4         0         1
       185.6392                 19.7856             4         0         1
       185.7040                 19.7925             4         0         1
       185.7689                 19.7994             4         0         1
       185.8336                 19.8064             4         0         1
       185.8985                 19.8133             4         0         1
       185.9633                 19.8202             4         0         1
       186.0281                 19.8271             4         0         1
       186.0930                 19.8340             4         0         1
       186.1577                 19.8410             4         0         1
       186.2227                 19.8479             4         0         1
       186.2500                 19.8508             4         0         1
       186.3149                 19.8577             4         0         1
       186.3797                 19.8646             4         0         1
       186.4445                 19.8715             4         0         1
       186.5094                 19.8785             4         0         1
       186.5742                 19.8854             4         0         1
       186.6391                 19.8923             4         0         1
       186.7040                 19.8992             4         0         1
       186.7688                 19.9061             4         0         1
       186.8337                 19.9131             4         0         1
       186.8985                 19.9200             4         0         1
       186.9634                 19.9269             4         0         1
       187.0285                 19.9338             4         0         1
       187.0935                 19.9407             4         0         1
       187.1584                 19.9477             4         0         1
       187.2233                 19.9546             4         0         1
       187.2500                 19.9574             3         0         1
       187.3148                 19.9644             3         0         1
       187.3797                 19.9713             3         0         1
       187.4446                 19.9782             3         0         1
       187.5094                 19.9851             3         0         1
       187.5741                 19.9920             3         0         1
       187.6389                 19.9990             3         0         1
       187.7039                 20.0059             3         0         1
       187.7687                 20.0128             3         0         1
       187.8335                 20.0197             3         0         1
       187.8984                 20.0266             3         0         1
       187.9634                 20.0336             3         0         1
       188.0281                 20.0405             3         0         1
       188.0928                 20.0474             3         0         1
       188.1577                 20.0543             3         0         1
       188.2225                 20.0612             3         0         1
       188.2500                 20.0642             2         0         1
       188.3150                 20.0711             2         0         1
       188.3798                 20.0780             2         0         1
       188.4446                 20.0849             2         0         1
       188.5094                 20.0918             2         0         1
       188.5741                 20.0988             2         0         1
       188.6389                 20.1057             2         0         1
       188.7036                 20.1126             2         0         1
       188.7683                 20.1195             2         0         1
       188.8331                 20.1264             2         0         1
       188.8981                 20.1334             2         0         1
       188.9629                 20.1403             2         0         1
       189.0276                 20.1472             2         0         1
       189.0924                 20.1541             2         0         1
       189.1572                 20.1610             2         0         1
       189.2218                 20.1680             2         0         1
       189.2500                 20.1710             5         0         1
       189.3149                 20.1779             5         0         1
       189.3798                 20.1848             5         0         1
       189.4447                 20.1917             5         0         1
       189.5096                 20.1986             5         0         1
       189.5744                 20.2056             5         0         1
       189.6392                 20.2125             5         0         1
       189.7042                 20.2194             5         0         1
       189.7691                 20.2263             5         0         1
       189.8339                 20.2332             5         0         1
       189.8988                 20.2402             5         0         1
       189.9636                 20.2471             5         0         1
       190.0285                 20.2540             5         0         1
       190.0932                 20.2609             5         0         1
       190.1581                 20.2678             5         0         1
       190.2228                 20.2748             5         0         1
       190.2500                 20.2776             4         0         1
       190.3147                 20.2846             4         0         1
       190.3796                 20.2915             4         0         1
       190.4444                 20.2984             4         0         1
       190.5093                 20.3053             4         0         1
       190.5742                 20.3122             4         0         1
       190.6391                 20.3192             4         0         1
       190.7039                 20.3261             4         0         1
       190.7689                 20.3330             4         0         1
       190.8337                 20.3399             4         0         1
       190.8984                 20.3468             4         0         1
       190.9632                 20.3538             4         0         1
       191.0278                 20.3607             4         0         1
       191.0926                 20.3676             4         0         1
       191.1574                 20.3745             4         0         1
       191.2222                 20.3814             4         0         1
       191.2500                 20.3844             2         0         1
       191.3149                 20.3913             2         0         1
       191.3797                 20.3983             2         0         1
       191.4445                 20.4052             2         0         1
       191.5094                 20.4121             2         0         1
       191.5744                 20.4190             2         0         1
       191.6392                 20.4259             2         0         1
       191.7042                 20.4328             2         0         1
       191.7692                 20.4398             2         0         1
       191.8342                 20.4467             2         0         1
       191.8989                 20.4536             2         0         1
       191.9638                 20.4605             2         0         1
       192.0286                 20.4674             2         0         1
       192.0933                 20.4744             2         0         1
       192.1583                 20.4813             2         0         1
       192.2232                 20.4882             2         0         1
       192.2500                 20.4911             3         0         1
       192.3147                 20.4980             3         0         1
       192.3795                 20.5049             3         0         1
       192.4443                 20.5118             3         0         1
       192.5091                 20.5187             3         0         1
       192.5739                 20.5257             3         0         1
       192.6389                 20.5326             3         0         1
       192.7039                 20.5395             3         0         1
       192.7689                 20.5464             3         0         1
       192.8337                 20.5533             3         0         1
       192.8986                 20.5603             3         0         1
       192.9635                 20.5672             3         0         1
       193.0284                 20.5741             3         0         1
       193.0931                 20.5810             3         0         1
       193.1578                 20.5879             3         0         1
       193.2228                 20.5949             3         0         1
       193.2500                 20.5978             1         0         1
       193.3149                 20.6047             1         0         1
       193.3798                 20.6116             1         0         1
       193.4446                 20.6185             1         0         1
       193.5095                 20.6254             1         0         1
       193.5743                 20.6324             1         0         1
       193.6390                 20.6393             1         0         1
       193.7040                 20.6462             1         0         1
       193.7689                 20.6531             1         0         1
       193.8335                 20.6600             1         0         1
       193.8982                 20.6670             1         0         1
       193.9630                 20.6739             1         0         1
       194.0279                 20.6808             1         0         1
       194.0926                 20.6877             1         0         1
       194.1577                 20.6946             1         0         1
       194.2226                 20.7015             1         0         1
       194.2500                 20.7045             3         0         1
       194.3148                 20.7114             3         0         1
       194.3797                 20.7183             3         0         1
       194.4443                 20.7252             3         0         1
       194.5091                 20.7321             3         0         1
       194.5739                 20.7391             3         0         1
       194.6388                 20.7460             3         0         1
       194.7036                 20.7529             3         0         1
       194.7686                 20.7598             3         0         1
       194.8334                 20.7667             3         0         1
       194.8983                 20.7737             3         0         1
       194.9632                 20.7806             3         0         1
       195.0280                 20.7875             3         0         1
       195.0928                 20.7944             3         0         1
       195.1575                 20.8013             3         0         1
       195.2223                 20.8083             3         0         1
       195.2500                 20.8112             2         0         1
       195.3148                 20.8181             2         0         1
       195.3797                 20.8251             2         0         1
       195.4444                 20.8320             2         0         1
       195.5094                 20.8389             2         0         1
       195.5743                 20.8458             2         0         1
       195.6391                 20.8527             2         0         1
       195.7040                 20.8597             2         0         1
       195.7690                 20.8666             2         0         1
       195.8338                 20.8735             2         0         1
       195.8986                 20.8804             2         0         1
       195.9635                 20.8873             2         0         1
       196.0282                 20.8943             2         0         1
       196.0931                 20.9012             2         0         1
       196.1579                 20.9081             2         0         1
       196.2228                 20.9150             2         0         1
       196.2500                 20.9179             2         0         1
       196.3149                 20.9248             2         0         1
       196.3798                 20.9317             2         0         1
       196.4447                 20.9387             2         0         1
       196.5096                 20.9456             2         0         1
       196.5745                 20.9525             2         0         1
       196.6396                 20.9594             2         0         1
       196.7045                 20.9663             2         0         1
       196.7696                 20.9733             2         0         1
       196.8345                 20.9802             2         0         1
       196.8994                 20.9871             2         0         1
       196.9643                 20.9940             2         0         1
       197.0293                 21.0009             2         0         1
       197.0943                 21.0079             2         0         1
       197.1592                 21.0148             2         0         1
       197.2242                 21.0217             2         0         1
       197.2500                 21.0244             2         0         1
       197.3148                 21.0314             2         0         1
       197.3797                 21.0383             2         0         1
       197.4447                 21.0452             2         0         1
       197.5098                 21.0521             2         0         1
       197.5748                 21.0590             2         0         1
       197.6397                 21.0660             2         0         1
       197.7045                 21.0729             2         0         1
       197.7693                 21.0798             2         0         1
       197.8341                 21.0867             2         0         1
       197.8988                 21.0936             2         0         1
       197.9637                 21.1006             2         0         1
       198.0283                 21.1075             2         0         1
       198.0930                 21.1144             2         0         1
       198.1577                 21.1213             2         0         1
       198.2226                 21.1282             2         0         1
       198.2500                 21.1312             3         0         1
       198.3149                 21.1381             3         0         1
       198.3798                 21.1450             3         0         1
       198.4447                 21.1519             3         0         1
       198.5096                 21.1588             3         0         1
       198.5746                 21.1658             3         0         1
       198.6394                 21.1727             3         0         1
       198.7042                 21.1796             3         0         1
       198.7690                 21.1865             3         0         1
       198.8339                 21.1934             3         0         1
       198.8989                 21.2004             3         0         1
       198.9637                 21.2073             3         0         1
       199.0286                 21.2142             3         0         1
       199.0935                 21.2211             3         0         1
       199.1582                 21.2280             3         0         1
       199.2230                 21.2349             3         0         1
       199.2500                 21.2378             3         0         1
